4b24ff2,DR0,2024-07-11 14:41:41,###########  START OF TEST ,868.3,-76,476,15,20
4b24ff2,DR1,2024-07-11 14:42:30,1/14################,865.9,-83,468,15,5
4b24ff2,DR11,2024-07-11 14:43:21,1/8#################,868.6,-82,-1577,0,6
4b24ff2,DR4,2024-07-11 14:44:09,1/14################,866.3,-81,459,15,7
4b24ff2,DR5,2024-07-11 14:44:59,1/8#################,865.9,-86,457,15,5
4b24ff2,DR8,2024-07-11 14:45:52,1/8#################,868.0,-78,382,0,4
1b24ff2,DR0,2024-07-11 14:46:30,###########  START OF TEST ,868.3,-83,400,15,20
4b24ff2,DR2,2024-07-11 14:46:40,1/14################,865.9,-80,464,15,5
4b24ff2,DR6,2024-07-11 14:47:29,1/8#################,866.1,-82,0,9,8
1b24ff2,DR0,2024-07-11 14:47:52,###########  START OF TEST ,868.3,-86,400,15,20
4b24ff2,DR4,2024-07-11 14:48:19,1/14################,865.7,-84,457,15,4
1b24ff2,DR1,2024-07-11 14:48:41,1/2#################,866.1,-103,390,12,6
4b24ff2,DR2,2024-07-11 14:49:10,1/14################,866.1,-79,462,15,6
4b24ff2,DR3,2024-07-11 14:50:00,1/8#################,866.1,-85,459,15,6
1b24ff2,DR9,2024-07-11 14:50:22,1/2#################,868.0,-101,302,0,4
4b24ff2,DR11,2024-07-11 14:50:51,2/8#################,868.6,-79,-1577,0,6
1b24ff2,DR5,2024-07-11 14:51:10,1/14################,866.3,-103,370,-2,7
4b24ff2,DR9,2024-07-11 14:51:41,1/14################,868.0,-72,385,0,4
1b24ff2,DR3,2024-07-11 14:52:01,1/8#################,866.1,-109,383,5,6
4b24ff2,DR0,2024-07-11 14:52:31,1/2#################,865.7,-96,470,2,4
1b24ff2,DR6,2024-07-11 14:52:51,1/14################,866.1,-107,0,4,8
4b24ff2,DR9,2024-07-11 14:53:21,1/8#################,868.0,-77,380,0,4
1b24ff2,DR0,2024-07-11 14:53:42,1/2#################,866.1,-113,393,-4,6
4b24ff2,DR10,2024-07-11 14:54:13,1/14################,868.6,-73,-1583,0,6
1b24ff2,DR6,2024-07-11 14:54:31,2/14################,866.1,-99,0,4,8
4b24ff2,DR11,2024-07-11 14:55:02,1/2#################,868.6,-85,-1578,0,6
4b24ff2,DR8,2024-07-11 14:55:52,1/14################,868.0,-70,383,0,4
1b24ff2,DR3,2024-07-11 14:56:11,1/8#################,865.9,-103,381,15,5
4b24ff2,DR8,2024-07-11 14:56:43,2/14################,868.0,-73,377,0,4
1b24ff2,DR10,2024-07-11 14:57:04,1/2#################,868.6,-100,-1656,0,6
4b24ff2,DR6,2024-07-11 14:57:30,1/14################,866.1,-81,0,10,8
1b24ff2,DR5,2024-07-11 14:57:51,1/2#################,865.9,-108,376,9,5
4b24ff2,DR10,2024-07-11 14:58:22,1/2#################,868.6,-87,-1581,0,6
1b24ff2,DR11,2024-07-11 14:58:43,1/8#################,868.6,-93,-1656,0,6
4b24ff2,DR9,2024-07-11 14:59:12,2/8#################,868.0,-79,374,0,4
4b24ff2,DR2,2024-07-11 15:00:00,1/2#################,865.9,-95,456,15,5
1b24ff2,DR9,2024-07-11 15:00:23,1/8#################,868.0,-95,292,0,4
4b24ff2,DR10,2024-07-11 15:00:53,2/2#################,868.6,-87,-1588,0,6
1b24ff2,DR8,2024-07-11 15:01:14,1/8#################,868.0,-95,293,0,4
4b24ff2,DR4,2024-07-11 15:01:40,1/2#################,866.1,-91,448,15,6
1b24ff2,DR10,2024-07-11 15:02:04,1/14################,868.6,-90,-1614,0,6
4b24ff2,DR2,2024-07-11 15:02:30,1/8#################,865.9,-86,455,15,5
1b24ff2,DR4,2024-07-11 15:02:51,1/8#################,866.1,-107,371,4,6
4b24ff2,DR5,2024-07-11 15:03:20,1/2#################,865.7,-90,446,-3,4
1b24ff2,DR11,2024-07-11 15:03:43,2/8#################,868.6,-94,-1661,0,6
1b24ff2,DR9,2024-07-11 15:04:33,2/8#################,868.0,-96,293,0,4
2b24ff2,DR0,2024-07-11 15:05:21,###########  START OF TEST ,868.3,-112,428,-1,20
1b24ff2,DR8,2024-07-11 15:05:24,1/14################,868.0,-90,286,0,4
1b24ff2,DR11,2024-07-11 15:07:03,3/8#################,868.6,-93,-1668,0,6
1b24ff2,DR1,2024-07-11 15:07:52,1/14################,865.9,-101,378,11,5
2b24ff2,DR10,2024-07-11 15:08:42,1/14################,868.6,-120,-1632,0,6
1b24ff2,DR0,2024-07-11 15:09:33,1/14################,866.3,-96,0,-4,7
1b24ff2,DR4,2024-07-11 15:10:22,1/14################,865.9,-101,366,15,5
2b24ff2,DR9,2024-07-11 15:12:51,2/2#################,868.0,-127,329,0,4
1b24ff2,DR0,2024-07-11 15:12:53,1/8#################,866.1,-110,377,-2,6
1b24ff2,DR2,2024-07-11 15:13:42,1/8#################,866.1,-110,368,-4,6
1b24ff2,DR11,2024-07-11 15:14:33,1/14################,868.6,-89,-1672,0,6
2b24ff2,DR9,2024-07-11 15:15:22,1/14################,868.0,-116,325,0,4
1b24ff2,DR2,2024-07-11 15:15:22,1/2#################,865.9,-106,369,-2,5
2b24ff2,DR6,2024-07-11 15:16:10,1/8#################,866.1,-110,0,-6,8
1b24ff2,DR8,2024-07-11 15:16:14,2/8#################,868.0,-96,280,0,4
2b24ff2,DR2,2024-07-11 15:17:00,1/14################,865.9,-112,405,-11,5
1b24ff2,DR6,2024-07-11 15:17:52,3/14################,866.1,-103,0,5,8
4b24ff2,DR0,2024-07-11 15:18:35,###########  START OF TEST ,868.3,-70,456,15,20
2b24ff2,DR10,2024-07-11 15:18:43,2/2#################,868.6,-128,-1607,0,6
4b24ff2,DR4,2024-07-11 15:19:23,1/2#################,865.7,-82,436,15,4
1b24ff2,DR3,2024-07-11 15:19:32,1/2#################,866.1,-110,363,-11,6
4b24ff2,DR0,2024-07-11 15:19:53,###########  START OF TEST ,868.3,-81,456,15,20
2b24ff2,DR8,2024-07-11 15:20:23,1/2#################,868.0,-124,324,0,4
1b24ff2,DR10,2024-07-11 15:20:25,1/8#################,868.6,-94,-1673,0,6
2b24ff2,DR9,2024-07-11 15:21:12,1/8#################,868.0,-122,320,0,4
1b24ff2,DR10,2024-07-11 15:21:15,2/8#################,868.6,-94,-1675,0,6
2b24ff2,DR10,2024-07-11 15:22:03,2/14################,868.6,-119,-1637,0,6
1b24ff2,DR0,2024-07-11 15:22:04,1/8#################,865.9,-105,374,9,5
2b24ff2,DR0,2024-07-11 15:23:42,1/14################,866.1,-108,409,-7,6
1b24ff2,DR8,2024-07-11 15:23:45,3/8#################,868.0,-94,277,0,4
2b24ff2,DR9,2024-07-11 15:25:22,2/14################,868.0,-116,322,0,4
1b24ff2,DR9,2024-07-11 15:25:24,3/8#################,868.0,-102,276,0,4
1b24ff2,DR2,2024-07-11 15:26:13,1/2#################,866.1,-106,363,8,6
1b24ff2,DR9,2024-07-11 15:27:04,2/2#################,868.0,-108,278,0,4
2b24ff2,DR9,2024-07-11 15:27:52,3/14################,868.0,-118,321,0,4
1b24ff2,DR3,2024-07-11 15:27:53,2/2#################,866.1,-107,359,11,6
1b24ff2,DR2,2024-07-11 15:28:43,1/8#################,865.9,-99,363,15,5
1b24ff2,DR11,2024-07-11 15:29:34,2/14################,868.6,-91,-1676,0,6
1b24ff2,DR3,2024-07-11 15:30:23,2/8#################,865.9,-99,360,15,5
2b24ff2,DR8,2024-07-11 15:31:13,1/8#################,868.0,-121,321,0,4
1b24ff2,DR8,2024-07-11 15:31:15,1/2#################,868.0,-107,282,0,4
1b24ff2,DR11,2024-07-11 15:32:04,3/14################,868.6,-92,-1678,0,6
1b24ff2,DR4,2024-07-11 15:32:53,1/14################,866.1,-96,355,15,6
3b24ff2,DR0,2024-07-11 15:33:12,###########  START OF TEST ,868.3,-77,430,15,20
2b24ff2,DR0,2024-07-11 15:33:42,1/14################,865.9,-113,410,-6,5
1b24ff2,DR0,2024-07-11 15:33:44,1/2#################,865.9,-105,370,9,5
2b24ff2,DR1,2024-07-11 15:34:32,1/14################,865.9,-117,405,-5,5
1b24ff2,DR9,2024-07-11 15:35:24,3/2#################,868.0,-106,271,0,4
1b24ff2,DR5,2024-07-11 15:36:13,2/2#################,865.9,-104,353,4,5
2b24ff2,DR10,2024-07-11 15:37:04,3/2#################,868.6,-138,-1629,0,6
1b24ff2,DR9,2024-07-11 15:37:05,4/8#################,868.0,-101,275,0,4
3b24ff2,DR0,2024-07-11 15:37:35,###########  START OF TEST ,868.3,-66,424,15,20
1b24ff2,DR9,2024-07-11 15:37:55,5/8#################,868.0,-100,273,0,4
1b24ff2,DR10,2024-07-11 15:38:46,3/2#################,868.6,-103,-1679,0,6
2b24ff2,DR8,2024-07-11 15:39:34,2/2#################,868.0,-126,317,0,4
1b24ff2,DR9,2024-07-11 15:40:25,1/14################,868.0,-95,272,0,4
2b24ff2,DR8,2024-07-11 15:41:14,2/8#################,868.0,-121,315,0,4
1b24ff2,DR0,2024-07-11 15:41:15,2/8#################,865.9,-100,370,12,5
1b24ff2,DR3,2024-07-11 15:42:03,1/2#################,865.9,-106,359,12,5
