DR0,2024-07-26 12:00:44,  /13,868.3,-88,523,15,20,4/5
DR8,2024-07-26 12:00:48,1/20,868.0,-81,432,0,4,1/3
DR9,2024-07-26 12:00:50,1/20,868.0,-83,437,0,4,4/6
DR0,2024-07-26 12:00:56,  START OF TEST /27,868.3,-83,525,15,20,4/5
DR0,2024-07-26 12:02:06,  START OF TEST /27,868.3,-90,525,8,20,4/5
DR0,2024-07-26 12:02:10,1/2/20,866.1,-97,518,10,6,4/5
DR0,2024-07-26 12:02:17,  START OF TEST /27,868.3,-93,524,9,20,4/5
DR0,2024-07-26 12:02:21,1/2/20,865.1,-97,517,9,1,4/5
DR0,2024-07-26 12:02:26,1/2/51,865.1,-96,518,12,1,4/5
DR0,2024-07-26 12:02:29,1/2/20,865.1,-104,518,7,1,4/6
DR0,2024-07-26 12:02:34,1/2/51,865.1,-104,518,8,1,4/6
DR0,2024-07-26 12:02:37,1/2/20,865.1,-102,519,9,1,4/7
DR0,2024-07-26 12:02:43,1/2/51,865.1,-101,518,9,1,4/7
DR0,2024-07-26 12:02:51,1/2/51,865.1,-98,0,0,1,4/8
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:02:58,1/2/51,868.0,-100,433,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:03:05,1/2/100,868.0,-98,436,0,4,5/6
DR9,2024-07-26 12:03:11,1/2/20,868.0,-98,427,0,4,4/6
DR9,2024-07-26 12:03:17,1/2/51,868.0,-99,436,0,4,4/6
DR9,2024-07-26 12:03:25,1/2/100,868.0,-97,435,0,4,4/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:03:31,1/2/20,868.0,-98,436,0,4,4/8
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:03:38,1/2/51,868.0,-94,433,0,4,4/8
DR8,2024-07-26 12:03:44,1/2/20,868.0,-94,437,0,4,1/3
DR8,2024-07-26 12:03:53,1/2/51,868.0,-93,435,0,4,1/3
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:03:58,1/2/20,868.0,-91,431,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:04:04,1/2/51,868.0,-92,437,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:04:11,1/2/100,868.0,-94,432,0,4,5/6
DR9,2024-07-26 12:04:16,1/2/20,868.0,-93,433,0,4,4/6
DR9,2024-07-26 12:04:23,1/2/51,868.0,-94,435,0,4,4/6
DR9,2024-07-26 12:04:31,1/2/100,868.0,-95,432,0,4,4/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:04:37,1/2/20,868.0,-93,435,0,4,4/8
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:04:44,1/2/51,868.0,-91,436,0,4,4/8
DR8,2024-07-26 12:04:50,1/2/20,868.0,-93,436,0,4,1/3
DR8,2024-07-26 12:04:59,1/2/51,868.0,-92,433,0,4,1/3
UNKNOWN CODING RATE M0CW336,2024-07-26 12:05:04,1/2/20,868.6,-92,-1542,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-07-26 12:05:10,1/2/51,868.6,-92,-1524,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-07-26 12:05:18,1/2/100,868.6,-102,-1542,0,6,5/6
DR11,2024-07-26 12:05:23,1/2/20,868.6,-93,-1528,0,6,4/6
DR11,2024-07-26 12:05:29,1/2/51,868.6,-92,-1528,0,6,4/6
DR11,2024-07-26 12:05:37,1/2/100,868.6,-95,-1523,0,6,4/6
UNKNOWN CODING RATE M0CW336,2024-07-26 12:05:43,1/2/20,868.6,-94,-1527,0,6,4/8
UNKNOWN CODING RATE M0CW336,2024-07-26 12:05:50,1/2/51,868.6,-97,-1523,0,6,4/8
DR10,2024-07-26 12:05:56,1/2/20,868.6,-95,-1525,0,6,1/3
DR10,2024-07-26 12:06:05,1/2/51,868.6,-95,-1517,0,6,1/3
UNKNOWN CODING RATE M0CW336,2024-07-26 12:06:10,1/2/20,868.6,-99,-1522,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-07-26 12:06:16,1/2/51,868.6,-100,-1528,0,6,5/6
UNKNOWN CODING RATE M0CW336,2024-07-26 12:06:23,1/2/100,868.6,-92,-1528,0,6,5/6
DR11,2024-07-26 12:06:29,1/2/20,868.6,-93,-1516,0,6,4/6
DR11,2024-07-26 12:06:35,1/2/51,868.6,-94,-1516,0,6,4/6
DR11,2024-07-26 12:06:43,1/2/100,868.6,-93,-1528,0,6,4/6
UNKNOWN CODING RATE M0CW336,2024-07-26 12:06:49,1/2/20,868.6,-95,-1524,0,6,4/8
UNKNOWN CODING RATE M0CW336,2024-07-26 12:06:56,1/2/51,868.6,-93,-1525,0,6,4/8
DR10,2024-07-26 12:07:03,1/2/20,868.6,-90,-1529,0,6,1/3
DR10,2024-07-26 12:07:11,1/2/51,868.6,-91,-1539,0,6,1/3
DR0,2024-07-26 12:07:16,1/2/20,865.3,-88,519,15,2,4/5
DR0,2024-07-26 12:07:23,1/2/51,865.3,-90,519,14,2,4/5
DR0,2024-07-26 12:07:29,1/2/20,865.3,-89,519,15,2,4/6
DR0,2024-07-26 12:07:36,1/2/51,865.3,-90,519,15,2,4/6
DR0,2024-07-26 12:07:42,1/2/20,865.3,-89,519,15,2,4/7
DR0,2024-07-26 12:07:50,1/2/51,865.3,-90,519,15,2,4/7
DR0,2024-07-26 12:07:57,1/2/20,865.3,-89,519,15,2,4/8
DR0,2024-07-26 12:08:05,1/2/51,865.3,-88,519,4,2,4/8
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:08:11,2/2/20,868.0,-93,435,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:08:17,2/2/51,868.0,-95,438,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:08:24,2/2/100,868.0,-94,436,0,4,5/6
DR9,2024-07-26 12:08:29,2/2/20,868.0,-95,434,0,4,4/6
DR9,2024-07-26 12:08:36,2/2/51,868.0,-95,437,0,4,4/6
DR9,2024-07-26 12:08:44,2/2/100,868.0,-93,423,0,4,4/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:08:49,2/2/20,868.0,-95,437,0,4,4/8
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:08:57,2/2/51,868.0,-94,436,0,4,4/8
DR8,2024-07-26 12:09:03,2/2/20,868.0,-98,436,0,4,1/3
DR8,2024-07-26 12:09:12,2/2/51,868.0,-98,437,0,4,1/3
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:09:17,2/2/20,868.0,-93,436,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:09:23,2/2/51,868.0,-93,437,0,4,5/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:09:30,2/2/100,868.0,-94,437,0,4,5/6
DR9,2024-07-26 12:09:35,2/2/20,868.0,-90,432,0,4,4/6
DR9,2024-07-26 12:09:42,2/2/51,868.0,-91,437,0,4,4/6
DR9,2024-07-26 12:09:50,2/2/100,868.0,-89,432,0,4,4/6
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:09:56,2/2/20,868.0,-92,437,0,4,4/8
UNKNOWN CODING RATE ON M0CW137,2024-07-26 12:10:03,2/2/51,868.0,-90,437,0,4,4/8
DR8,2024-07-26 12:10:09,2/2/20,868.0,-89,432,0,4,1/3
