DR0,2024-06-25 16:51:05,  START OF TEST ,868.3,-107
DR8,2024-06-25 16:51:56,1/8,868.0,-130
DR8,2024-06-25 16:52:46,1/14,868.0,-122
DR0,2024-06-25 16:53:35,1/2,865.9,-117
DR10,2024-06-25 16:55:16,1/8,868.6,-125
DR3,2024-06-25 16:56:03,1/14,866.1,-117
DR3,2024-06-25 16:56:53,1/2,866.1,-117
DR0,2024-06-25 16:57:45,1/8,865.9,-115
DR6,2024-06-25 16:58:33,1/14,866.1,-112
DR11,2024-06-25 16:59:25,1/14,868.6,-118
DR11,2024-06-25 17:00:15,1/2,868.6,-130
DR8,2024-06-25 17:01:07,2/8,868.0,-125
DR1,2024-06-25 17:03:35,1/14,866.1,-113
DR10,2024-06-25 17:04:27,1/14,868.6,-114
DR10,2024-06-25 17:05:17,2/14,868.6,-116
DR4,2024-06-25 17:07:44,2/14,865.9,-111
DR0,2024-06-25 17:08:36,2/2,865.9,-117
DR6,2024-06-25 17:10:14,2/14,866.1,-108
DR2,2024-06-25 17:11:04,1/14,866.3,-108
DR6,2024-06-25 17:11:54,1/8,866.1,-111
DR0,2024-06-25 17:12:46,1/14,865.9,-114
DR3,2024-06-25 17:13:34,2/2,866.1,-118
DR5,2024-06-25 17:14:24,1/14,866.1,-112
DR6,2024-06-25 17:15:14,3/14,866.1,-108
DR9,2024-06-25 17:17:46,1/14,868.0,-114
DR2,2024-06-25 17:18:35,1/8,866.1,-116
DR9,2024-06-25 17:19:26,1/8,868.0,-120
DR10,2024-06-25 17:20:18,1/2,868.6,-124
DR1,2024-06-25 17:21:56,1/2,865.9,-116
DR8,2024-06-25 17:25:18,2/14,868.0,-122
DR8,2024-06-25 17:26:08,1/2,868.0,-135
DR2,2024-06-25 17:26:55,1/2,865.9,-118
DR8,2024-06-25 17:28:38,2/2,868.0,-137
DR11,2024-06-25 17:31:57,2/2,868.6,-130
DR8,2024-06-25 17:33:38,3/2,868.0,-131
DR8,2024-06-25 17:36:58,3/8,868.0,-126
DR0,2024-06-25 17:37:47,3/8,865.9,-116
DR11,2024-06-25 17:38:37,2/8,868.6,-125
DR8,2024-06-25 17:39:28,3/14,868.0,-122
DR9,2024-06-25 17:41:07,2/8,868.0,-125
DR3,2024-06-25 17:41:56,2/14,866.1,-113
DR0,2024-06-25 17:43:37,1/8,866.1,-116
DR6,2024-06-25 17:44:26,4/8,866.1,-112
DR8,2024-06-25 17:45:19,4/2,868.0,-132
DR3,2024-06-25 17:46:06,1/8,865.9,-116
DR10,2024-06-25 17:47:49,2/8,868.6,-123
DR0,2024-06-25 17:48:38,1/2,866.1,-116
DR0,2024-06-25 17:49:28,4/8,865.9,-116
DR1,2024-06-25 17:50:17,1/8,866.1,-115
DR8,2024-06-25 17:51:09,4/8,868.0,-123
DR6,2024-06-25 17:54:26,4/14,866.1,-106
DR5,2024-06-25 17:56:56,1/14,865.9,-113
DR5,2024-06-25 17:57:46,1/8,866.1,-115
DR0,2024-06-25 17:58:38,2/2,866.1,-117
DR11,2024-06-25 17:59:29,3/8,868.6,-123
DR3,2024-06-25 18:00:17,3/14,866.1,-112
DR10,2024-06-25 18:02:50,3/14,868.6,-119
DR10,2024-06-25 18:04:30,3/8,868.6,-124
DR0,2024-06-25 18:05:19,2/14,865.9,-114
DR3,2024-06-25 18:06:07,1/2,865.9,-118
DR8,2024-06-25 18:08:40,5/8,868.0,-122
DR0,2024-06-25 18:09:29,1/14,866.3,-99
DR4,2024-06-25 18:10:17,1/2,866.1,-117
DR1,2024-06-25 18:11:58,1/14,866.3,-101
DR2,2024-06-25 18:14:28,1/8,865.9,-116
