3b24ff2,DR0,2024-06-19 18:10:50,START OF TEST,868.3,-87
1b24ff2,DR0,2024-06-19 18:10:54,START OF TEST,868.3,-74
3b24ff2,DR0,2024-06-19 18:11:01,START OF TEST,868.3,-81
4b24ff2,DR0,2024-06-19 18:11:06,START OF TEST,868.3,-76
1b24ff2,DR0,2024-06-19 18:11:38,1 / 4,866.3,-84
3b24ff2,DR0,2024-06-19 18:11:40,START OF TEST,868.3,-73
2b24ff2,DR0,2024-06-19 18:11:51,START OF TEST,868.3,-73
2b24ff2,DR0,2024-06-19 18:12:07,START OF TEST,868.3,-75
3b24ff2,DR0,2024-06-19 18:12:19,START OF TEST,868.3,-74
1b24ff2,DR3,2024-06-19 18:12:20,1 / 4,866.3,-82
2b24ff2,DR6,2024-06-19 18:12:50,1 / 22,866.1,-61
4b24ff2,DR5,2024-06-19 18:13:01,1 / -17,866.3,-102
1b24ff2,DR6,2024-06-19 18:13:04,1 / -17,866.1,-101
3b24ff2,DR3,2024-06-19 18:13:14,1 / -17,866.3,-99
2b24ff2,DR3,2024-06-19 18:13:34,1 / 22,866.3,-65
4b24ff2,DR10,2024-06-19 18:13:47,1 / -17,868.6,-113
1b24ff2,DR5,2024-06-19 18:13:48,1 / 4,866.3,-86
3b24ff2,DR9,2024-06-19 18:13:59,1 / 22,868.0,-62
2b24ff2,DR3,2024-06-19 18:14:18,2 / 4,866.3,-84
4b24ff2,DR10,2024-06-19 18:14:32,2 / -17,868.6,-118
1b24ff2,DR2,2024-06-19 18:14:33,1 / 22,866.3,-66
3b24ff2,DR10,2024-06-19 18:14:44,1 / -17,868.6,-103
2b24ff2,DR8,2024-06-19 18:15:04,1 / 22,868.0,-63
1b24ff2,DR8,2024-06-19 18:15:19,1 / 4,868.0,-90
3b24ff2,DR3,2024-06-19 18:15:26,2 / -17,866.3,-97
2b24ff2,DR0,2024-06-19 18:15:47,1 / -17,866.3,-99
4b24ff2,DR9,2024-06-19 18:15:59,1 / 22,868.0,-73
1b24ff2,DR5,2024-06-19 18:16:01,2 / -17,866.3,-105
3b24ff2,DR3,2024-06-19 18:16:10,3 / 22,866.3,-64
2b24ff2,DR6,2024-06-19 18:16:30,2 / 22,866.1,-63
4b24ff2,DR8,2024-06-19 18:16:44,1 / -17,868.0,-112
1b24ff2,DR10,2024-06-19 18:16:47,1 / 4,868.6,-87
3b24ff2,DR2,2024-06-19 18:16:54,1 / 4,866.3,-77
2b24ff2,DR3,2024-06-19 18:17:14,3 / 4,866.3,-84
4b24ff2,DR3,2024-06-19 18:17:26,1 / 22,866.3,-74
1b24ff2,DR1,2024-06-19 18:17:29,1 / -17,866.3,-104
3b24ff2,DR8,2024-06-19 18:17:40,1 / -17,868.0,-101
2b24ff2,DR4,2024-06-19 18:17:58,1 / -17,866.3,-107
4b24ff2,DR2,2024-06-19 18:18:10,1 / 4,866.3,-86
1b24ff2,DR2,2024-06-19 18:18:13,2 / 22,866.3,-69
3b24ff2,DR2,2024-06-19 18:18:22,2 / 22,866.3,-61
2b24ff2,DR9,2024-06-19 18:18:43,1 / -17,868.0,-103
4b24ff2,DR6,2024-06-19 18:18:53,1 / 22,866.1,-73
1b24ff2,DR1,2024-06-19 18:18:57,2 / 22,866.3,-68
3b24ff2,DR1,2024-06-19 18:19:07,1 / -17,866.3,-99
2b24ff2,DR1,2024-06-19 18:19:27,1 / -17,866.3,-100
4b24ff2,DR2,2024-06-19 18:19:38,2 / -17,866.3,-108
1b24ff2,DR0,2024-06-19 18:19:42,2 / 22,866.3,-66
3b24ff2,DR4,2024-06-19 18:19:50,1 / 22,866.3,-61
2b24ff2,DR10,2024-06-19 18:20:12,1 / 4,868.6,-83
4b24ff2,DR2,2024-06-19 18:20:22,3 / 4,866.3,-92
1b24ff2,DR2,2024-06-19 18:20:25,3 / 4,866.3,-86
3b24ff2,DR10,2024-06-19 18:20:36,2 / 22,868.6,-64
2b24ff2,DR2,2024-06-19 18:20:54,1 / -17,866.3,-103
4b24ff2,DR9,2024-06-19 18:21:07,2 / -17,868.0,-113
1b24ff2,DR8,2024-06-19 18:21:11,2 / -17,868.0,-104
3b24ff2,DR8,2024-06-19 18:21:20,2 / 4,868.0,-79
2b24ff2,DR6,2024-06-19 18:21:38,3 / 4,866.1,-78
4b24ff2,DR5,2024-06-19 18:21:50,2 / 22,866.3,-72
1b24ff2,DR2,2024-06-19 18:21:53,4 / 22,866.3,-68
3b24ff2,DR9,2024-06-19 18:22:04,2 / -17,868.0,-100
2b24ff2,DR0,2024-06-19 18:22:23,2 / 4,866.3,-84
4b24ff2,DR1,2024-06-19 18:22:34,1 / -17,866.3,-109
1b24ff2,DR10,2024-06-19 18:22:39,2 / 4,868.6,-89
3b24ff2,DR9,2024-06-19 18:22:48,3 / 22,868.0,-62
2b24ff2,DR5,2024-06-19 18:23:06,1 / 4,866.3,-83
4b24ff2,DR0,2024-06-19 18:23:19,1 / -17,866.3,-105
1b24ff2,DR6,2024-06-19 18:23:21,2 / 22,866.1,-62
3b24ff2,DR1,2024-06-19 18:23:31,2 / -17,866.3,-98
2b24ff2,DR5,2024-06-19 18:23:50,2 / -17,866.3,-100
4b24ff2,DR10,2024-06-19 18:24:04,3 / 4,868.6,-91
1b24ff2,DR1,2024-06-19 18:24:06,3 / -17,866.3,-105
3b24ff2,DR2,2024-06-19 18:24:14,3 / 22,866.3,-60
2b24ff2,DR9,2024-06-19 18:24:36,2 / -17,868.0,-103
4b24ff2,DR3,2024-06-19 18:24:46,2 / 22,866.3,-70
1b24ff2,DR5,2024-06-19 18:24:49,3 / 4,866.3,-85
3b24ff2,DR0,2024-06-19 18:25:00,1 / 4,866.3,-77
2b24ff2,DR3,2024-06-19 18:25:18,4 / 22,866.3,-64
4b24ff2,DR6,2024-06-19 18:25:30,2 / 4,866.1,-88
1b24ff2,DR6,2024-06-19 18:25:33,3 / -17,866.1,-105
3b24ff2,DR9,2024-06-19 18:25:44,4 / -17,868.0,-100
2b24ff2,DR4,2024-06-19 18:26:02,2 / 22,866.3,-65
4b24ff2,DR10,2024-06-19 18:26:16,4 / 4,868.6,-90
