2024-06-25 17:23:10,1/14,866.1,-73
2024-06-25 17:29:01,1/2,866.1,-83
2024-06-25 17:42:21,2/14,866.1,-70
2024-06-25 17:56:32,2/2,866.1,-81
2024-06-25 18:00:42,3/14,866.1,-69
2024-06-25 18:09:53,1/8,866.1,-75
2024-06-25 18:31:34,3/2,866.1,-80
2024-06-25 18:34:54,4/14,866.1,-69
2024-06-25 18:46:35,4/2,866.1,-79
2024-06-25 18:49:05,5/14,866.1,-69
2024-06-25 19:21:36,2/8,866.1,-74
2024-06-25 19:34:57,5/2,866.1,-81
2024-06-25 19:53:18,3/8,866.1,-75
2024-06-25 20:04:09,4/8,866.1,-74
2024-06-25 20:22:29,5/8,866.1,-74
2024-06-25 20:27:30,6/8,866.1,-74
2024-06-25 20:35:00,6/14,866.1,-69
2024-06-25 20:44:11,6/2,866.1,-81
2024-06-25 20:49:11,7/8,866.1,-75
2024-06-25 20:51:41,7/14,866.1,-67
2024-06-25 21:00:01,8/14,866.1,-69
2024-06-25 21:03:21,7/2,866.1,-80
2024-06-25 21:10:02,8/8,866.1,-72
2024-06-25 21:18:22,9/8,866.1,-74
2024-06-25 21:46:44,8/2,866.1,-80
2024-06-25 21:48:24,9/2,866.1,-81
2024-06-25 21:54:14,10/8,866.1,-75
2024-06-25 21:56:44,10/2,866.1,-81
2024-06-25 22:04:15,11/8,866.1,-74
2024-06-25 22:05:05,9/14,866.1,-68
2024-06-25 22:12:35,11/2,866.1,-81
2024-06-25 22:21:46,12/2,866.1,-80
2024-06-25 22:22:36,10/14,866.1,-70
2024-06-25 22:30:56,12/8,866.1,-74
2024-06-25 22:50:07,13/8,866.1,-75
2024-06-25 22:56:47,13/2,866.1,-81
2024-06-25 23:02:38,11/14,866.1,-69
2024-06-25 23:13:28,12/14,866.1,-70
2024-06-25 23:18:28,14/2,866.1,-82
2024-06-25 23:20:09,13/14,866.1,-70
2024-06-25 23:43:30,15/2,866.1,-80
2024-06-25 23:45:10,14/8,866.1,-74
2024-06-25 23:47:40,14/14,866.1,-69
2024-06-25 23:59:21,16/2,866.1,-79
2024-06-26 00:01:51,17/2,866.1,-82
2024-06-26 00:06:01,15/14,866.1,-70
2024-06-26 00:09:21,16/14,866.1,-71
2024-06-26 00:15:11,17/14,866.1,-70
2024-06-26 00:16:51,18/14,866.1,-70
