2024-06-25 16:49:01,1/14,865.9,-90
2024-06-25 16:54:01,1/2,865.9,-101
2024-06-25 17:04:52,1/8,866.1,-96
2024-06-25 17:09:52,1/8,865.7,-94
2024-06-25 17:17:23,2/8,865.7,-95
2024-06-25 17:29:53,3/8,865.7,-95
2024-06-25 17:43:14,1/2,865.7,-98
2024-06-25 17:47:24,2/8,866.1,-97
2024-06-25 17:48:14,1/8,865.9,-96
2024-06-25 17:50:44,3/8,866.1,-96
2024-06-25 17:59:05,1/14,866.3,-91
2024-06-25 18:23:16,2/14,866.3,-93
2024-06-25 18:36:37,4/8,865.7,-95
2024-06-25 18:38:17,2/2,865.9,-105
2024-06-25 18:44:07,3/14,866.3,-95
2024-06-25 18:44:57,2/14,865.9,-92
2024-06-25 18:49:57,3/2,865.9,-104
2024-06-25 18:55:48,5/8,865.7,-95
2024-06-25 18:58:18,1/14,865.7,-92
2024-06-25 19:02:28,1/2,866.1,-106
2024-06-25 19:22:29,4/14,866.3,-95
2024-06-25 19:36:40,2/2,865.7,-100
2024-06-25 19:37:30,6/8,865.7,-95
2024-06-25 19:43:20,3/14,865.9,-92
2024-06-25 19:45:50,4/8,866.1,-100
2024-06-25 19:51:40,2/14,865.7,-92
2024-06-25 19:55:51,3/2,865.7,-99
2024-06-25 20:17:32,2/2,866.3,-100
2024-06-25 20:20:52,2/2,866.1,-105
2024-06-25 20:24:12,5/14,866.3,-94
2024-06-25 20:27:32,3/2,866.1,-105
2024-06-25 20:28:22,4/2,865.9,-104
2024-06-25 20:44:13,2/8,865.9,-97
2024-06-25 20:45:03,5/8,866.1,-101
2024-06-25 20:51:43,4/14,865.9,-93
2024-06-25 21:25:05,3/14,865.7,-91
2024-06-25 21:56:47,5/14,865.9,-90
2024-06-25 21:57:37,5/2,865.9,-102
2024-06-25 21:58:27,1/8,866.3,-99
2024-06-25 22:00:07,1/14,866.1,-93
2024-06-25 22:30:59,4/2,866.1,-106
2024-06-25 22:52:40,6/14,865.9,-90
2024-06-25 22:55:10,2/14,866.1,-93
2024-06-25 22:58:30,6/14,866.3,-92
2024-06-25 23:01:00,5/2,866.1,-105
2024-06-25 23:11:51,6/2,866.1,-105
2024-06-25 23:19:21,3/14,866.1,-94
2024-06-25 23:25:11,6/2,865.9,-102
2024-06-25 23:26:51,7/14,865.9,-92
2024-06-25 23:30:12,7/14,866.3,-94
